title,content,type,aspect
4,"Cuốn sách là cuộc du hành ngược thời gian trở về quá khứ của 3 chàng trai sau một lần đang trốn chạy sau khi ăn trộm. Câu chuyện được diễn ra tại một tiệm tạp hóa tên là ""Namiya"". Với mình đây là một. Xem thêm",0,other
4,Có nhiều nét bị mờ,0,other
4,Bị bẩn sách mất òi hic,0,other
2,"Giấy thừa, sách bị gập, hơi thất vọng",0,other
4,"rất cảm động và ý nghĩa, cuộc đời là do mỗi người tự quyết định ko ai có thể giúp bạn được, điều họ làm chỉ có thể là đưa lời khuyên còn quyết định thuộc về bạn",0,other
4,"Sách nhẹ nhàng, lời văn tinh tế, cái mình thích ở truyện là những tình tiết lịch sử thú vị được đan xen vào cốt truyện",0,other
4,Hàng về có một vết xước:.(,0,other
4,gói hàng không có tí chống sốc nào luôn á hú hồn may không sao :((,0,other
2,Mong shop gói sách kĩ hơn,0,other
4,Hài lòng ạ,0,other
4,Sách k được bóc nên rách gáy mất rồi,0,other
4,cuốn mình mua bị df một cạnh huhu,0,other
4,kh đc bọc bìa ngoài nên hơi con góc sách,0,other
4,cuốn này nhỏ nên chỉ hơi df nhẹ,0,other
4,Không bao sách nên bìa sách bị cong,0,other
4,bị cong góc,0,other
1,Một cuốn sách Dở hơn sức tưởng tượng. Không đáng 1 sao nữa.,0,other
4,Gói hàng ẩu nên bị móp sách,0,other
1,"Gói hàng quá cẩu thả không hề có bọc chống sốc, sách nhăn hết cả mép sách",0,other
2,"Góc sách bị quăn, trông mất cảm tình hẳn",0,other
4,Cho hai tô bún bò,0,other
3,"Sách không có bìa co, bị cong mép sách",0,other
4,Ok nha . khá ổn nha hjjh,0,other
4,Ko seal hơi móp,0,other
1,sách bị cong và gập ở mép sách,0,other
4,"mình không biết sao sách ko có bookcare nhỉ, mình có mua gói bọc bookcare?",0,other
1,"Tiki không bọc gì, để trong hộp bìa các tông, quá tệ",0,other
4,sách móp góc nên mình khá buồn ?,0,other
4,hơi thất vọng,0,other
1,"Hộp hàng bị ướt, ướt cả sách bên trong",0,other
1,"Lỗi in 6 trang, thất vọng",0,other
4,"Bìa sách bị cong, gấp nếp",0,other
1,sách bị gãy hết. quá bực mình,0,other
4,Nhân văn,0,other
3,sách bị nhăn ở góc.,0,other
4,Hơi nhăn í,0,other
2,"sách nhớp, bị nguyên mảng đen.",0,other
4,nội dung hấp dẫn,0,other
4,"bìa hơi méo một chút, cho 4 sao",0,other
3,bọc sách không cẩn thận khiến gáy sách bị nhăn,0,other
3,"gói hàng cho quyển này ẩu, kh có bọc, sách xước, bẩn, móp mép",0,other
3,sách hơi bụi vs bị trớt bìa 1 tí,0,other
2,"gáy có vết đen bẩn, gáy quăn",0,other
4,sách cong vênh,0,other
1,sách gãy bìa,0,other
4,khá ổn,0,other
5,"Sách bọc nilon bảo quản cẩn thận, không bị gãy góc. Khá dày.",0,other
5,"Mình đánh giá dịch vụ mua hàng trên Tiki: khá nhanh, thuận tiện và còn được khuyến mãi với giá cả phù hợp.",0,other
5,Sách bác Keigo thì khỏi bàn :)),0,other
5,Sách rất hữu ích. Nên đọc,0,other
5,"Một cuốn sách quá tuyệt vời mà bản thân cực kỳ tâm đắc, đọc mà cứ bị cuốn. Quan điểm và góc nhìn của tác giả thực sự quá thuyết phục đáng để đọc và chiêm nghiệm, nó đúng đôi khi với thứ trong cs không chỉ đơn giản về tài chính. Đơn giản dễ đọc dễ hiểu dễ tiếp cận, high recommend Thu gọn",0,other
5,mong là shop sẽ chú ý hơn ở khâu gói hàng!,0,other
5,"Tựa sách nói lên tất cả, bổ ích",0,other
5,5 sao!,0,other
5,"Sách đọc khó hiểu, rút ít bài học từ sách. Vì là bán sách chứ không phải bán nội dung nên mình vẫn cho 5 sao",0,other
5,Mua tặng đừng hỏi gì cả,0,other
5,Cuốn này ai nghèo nên đọc,0,other
5,Hdjjdkdksnsnbsbsbhsjabsv shhavsbals s úbsjskens s xudjsnsn s d d ksjsjs,0,other
5,Đã nhận được sách..Thanks shop,0,other
5,"Cuốn sách đỉnh của đỉnh. Đọc về tâm lý và tài chính mà vô cùng thú dzị, k hề nhàm chán. Nên mua và đọc để có thêm kiến thức về đầu tư và tài chính nha mai fen! ?",0,other
5,"Nội dung hấp dẫn, bổ ích. Nên đọc và thực hành",0,other
5,rất hài lòng về sách,0,other
5,Bdbdudnd. Db djs sjs sjs hd,0,other
5,Rất ok luôn nha,0,other
5,Vẫn là sách cho em gái đông nghiệp Yêu thích kinh tế học,0,other
5,sách đẹp,0,other
5,Sự giàu có là cái mà chúng ta không nhìn thấy được,0,other
5,Nghe đồn đọc xong quyển này sẽ hạnh phúc hihi,0,other
5,Nên mua,0,other
5,"Hữu ích, dễ hiểu. Cảm ơn tác giả đã chia sẻ",0,other
5,Đọc ko nỗi. Muốn đem đi pass,0,other
5,sách bao gói cẩn thận.,0,other
5,"Sách có cái nhìn trung hoà, lập luận nhiều luận cứ và ví dụ từ thực tiễn, đọc xong thấy humble",0,other
5,Sách nội dung bổ ích,0,other
5,Nên biết trước một số thuật ngữ về chứng khoán trước thì khi đọc sẽ dễ hơn,0,other
5,Sách bọc cẩn thận,0,other
5,"this is one of the psychology book that includes all of thing about how we behave with our money to be rich man, i appreciate it",0,other
5,Bìa với bao bì rất chỉnh chu,0,other
5,Này có sách nói trên ytb bạn nào muốn biết nội dung thì có thể lên nghe,0,other
5,Sản phẩm OK nhung ko có tấm chặn,0,other
5,Rất nhiều kiến thức tài chính,0,other
5,Nội dung tuyệt vời. Rất nên đọc!,0,other
5,cuốn sách mà tất cả mọi người đều nên đọc qua ít nhất 1 lần,0,other
5,ổn nha mn,0,other
5,Góp nhặt được một vài lợi ích,0,other
5,Cảm ơn Tiki đã nâng niu cuốn sách của mình,0,other
4,Phân tích sau sát. Nhiều kiến thức cần thiết.,0,other
5,rất thích,0,other
5,Đáng đọc,0,other
5,nice book.,0,other
5,"Nhanh chóng, hài lòng",0,other
4,"Sách đọc rất ok, đúng với snghi của mình",0,other
5,Sách toota,0,other
5,Rất nên đọc,0,other
5,sách rất đáng để bkr thời gian ra để đọc,0,other
5,ngon lành cành đài bà con ơi,0,other
5,quyển này khá,0,other
5,Khá ổn,0,other
5,Cực bổ ích,0,other
5,Dễ đọc,0,other
5,Sách có bìa cứng nữa thì tuyệt,0,other
5,rất hài lòng,0,other
5,nên đọcv,0,other
5,Oke sách đóng gỏi tôt,0,other
5,nên đọc,0,other
5,Mọi người nên đọc,0,other
5,Nhan hang nhanh chong,0,other
5,Nội dung vừa phải cho các nhà đầu tư F0,0,other
5,mua được 2 em này là đỉnh rồi,0,other
5,Không hối hận khi mua,0,other
5,Good to know,0,other
5,Sp ok,0,other
5,Nên đọc,0,other
5,Nội dung khá ổn,0,other
5,bìa dày dặn.chữ rõ nét,0,other
5,Đúng mô tả,0,other
5,Quá là okie luông,0,other
5,xèng về,0,other
5,Sách dễ đọc,0,other
5,Sách đọc ổn,0,other
5,Rất tuyệt vời,0,other
5,1 quyển sách đáng đọc,0,other
5,Ok nha,0,other
5,sách ok,0,other
5,Sách khá thú vị,0,other
5,đỉnh nhé mng,0,other
5,Đọc được,0,other
5,khá hấp dẫn,0,other
5,Rất hữu ích,0,other
5,Tuyet voi,0,other
5,màu giấy hơi đen,0,other
5,ok lắm,0,other
5,cuốn sách đáng để đọc.,0,other
5,5 sao,0,other
5,Oki ạ,0,other
5,Hài lòng 5 sao,0,other
5,ok nha,0,other
5,sách sạch sẽ,0,other
5,Rất ổn,0,other
5,Sách dc đóng cẩn thận,0,other
5,quá tuyệt vời,0,other
5,"giấy vàng nhẹ, ok",0,other
5,Sách để đầu giường@@,0,other
5,cực kỳ hài lòng,0,other
5,Gút chop,0,other
5,Đang đọc.,0,other
3,"Chọn Bookcare là vì mình rất thích gìn giữ sách, mà Tiki chọn ngay cuốn bị rách để gửi cho mình :(",0,other
1,Vote cho 1sao…sjndjidnhsbsjjsbsbnsbs sns hssnsksnsj sjbdis snsknskz sks sksnsnsb dbshsbbabs sjn. Kb nân n,0,other
1,Sách bị móp khó chịu vô cùng,0,other
3,"Sách bị dơ, nhận được hàng thì thấy thùng ở ngoài bị rách luôn",0,other
1,"Bọc sách cực tệ, không thể chấp nhận được",0,other
3,Sách bị lem mực khá nhiều trang,0,other
4,"Sách không được bọc nilong, bìa ngoài bị trầy xước và có vài vết nem bẩn. Hi vọng shop khắc phục tình trạng này",0,other
3,"Sách bị dính trang khá nhiều ở trên đầu, muốn đọc thì bắt buộc phải tách ra trông khá lem nhem",0,other
1,Sách dính các trang vào nhau,0,other
3,"sách ko đc bọc bì cẩn thận, nhìn ko chuyên nghiêp",0,other
4,"Sách hơi khó đọc, có vài điểm đáng chú ý với góc nhìn rộng",0,other
